crime,location,date,sex,victim_ethnicity,victim_age,time,weather,latitude,longitude,holiday_name,is_holiday,land_use_type,gn_division,gn_pcode,gn_population,gn_distance_m,victim_ethnicity ,status_report
theft,sky gate hotel,2020-09-28,m,sinhala,29,15:37:00,Rainy,7.287935385,80.65483673,Non-Holiday,0,Commercial,Ampitiya North,LK2130230,926,576.3,sinhala,Valid
stabbing,hanthane road,2020-09-28,m,sinhala,20,23:12:00,Rainy,7.285021293,80.63468254,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,341.7,sinhala,Valid
stabbing,hanthane road,2020-09-29,m,sinhala,20,04:43:00,Rainy,7.285625248,80.63228937,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,228.7,sinhala,Valid
vehicle theft,dodamwela,2020-10-01,m,sinhala,41,04:50:00,Rainy,7.29279263,80.54045424,Duruthu Full Moon Poya Day,1,General Urban,Ihala Dodamwala,LK2136120,6861,325.1,sinhala,Valid
drugs,kandy town,2020-10-08,m,sinhala,70,08:42:00,Rainy,7.29232391,80.63500402,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,471.4,sinhala,Valid
robbery,hanthane town,2020-10-09,m,sinhala,52,15:37:00,Rainy,7.266247674,80.63475888,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,813.2,sinhala,Valid
robbery,2nd rajasinghe lane,2020-10-11,f,sinhala,73,17:14:00,Rainy,7.291622006,80.63439537,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,453.3,sinhala,Valid
robbery,dharmasena lane,2020-10-12,m,sinhala,63,10:31:00,Rainy,7.272593646,80.59018747,Non-Holiday,0,General Urban,Kendakaduwa,LK2136410,9219,119.7,sinhala,Valid
burglary,mahaiyawa,2020-10-13,m,tamil,73,10:04:00,Rainy,7.304699855,80.6330322,Non-Holiday,0,General Urban,Poorna Watta East,LK2130075,17005,298.1,tamil,Valid
theft,joy boat,2020-10-15,m,sinhala,49,06:17:00,Rainy,7.290235893,80.63857028,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,686.5,sinhala,Valid
drugs,galkaduwa junction,2020-10-18,m,sinhala,36,12:40:00,Rainy,7.310257902,80.6404851,Non-Holiday,0,Commercial,Watapuluwa South,LK2130045,21491,203.6,sinhala,Valid
burglary,mahaiyawa,2020-10-18,m,tamil,73,13:35:00,Rainy,7.306330312,80.63210587,Non-Holiday,0,General Urban,Poorna Watta East,LK2130075,17005,96.4,tamil,Valid
stabbing,peradeniya town,2020-10-20,m,sinhala,50,13:32:00,Rainy,7.271202565,80.59457536,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,119.8,sinhala,Valid
theft,dalada maligawa,2020-10-21,m,sinhala,37,05:49:00,Rainy,7.293215055,80.64136855,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,264.7,sinhala,Valid
burglary,dalada maligawa,2020-10-23,m,sinhala,50,11:50:00,Rainy,7.293713099,80.64061698,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,338.2,sinhala,Valid
burglary,goerge.e.silva lane,2020-10-28,m,sinhala,36,22:59:00,Rainy,7.290318077,80.63233705,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,312.8,sinhala,Valid
burglary,kandy mosque,2020-10-29,f,sinhala,46,14:51:00,Rainy,7.289168276,80.63396495,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,209.5,sinhala,Valid
stabbing,nuwarawela ampitiya,2020-10-30,m,sinhala,57,18:10:00,Rainy,7.284607262,80.64725255,Prophet's Birthday,1,General Urban,Ampitiya South,LK2130225,929,307.5,sinhala,Valid
stabbing,nuwarawela ampitiya,2020-10-30,m,sinhala,57,18:10:00,Rainy,7.284607262,80.64725255,Vap Full Moon Poya Day,1,General Urban,Ampitiya South,LK2130225,929,307.5,sinhala,Valid
robbery,golden crown,2020-11-01,f,sinhala,55,01:58:00,Rainy,7.27514512,80.65468477,Non-Holiday,0,Commercial,Ampitiya Udagama North,LK2130235,931,429.7,sinhala,Valid
vehicle theft,paradise park,2020-11-02,f,sinhala,56,02:54:00,Rainy,7.288227378,80.62767497,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,177.8,sinhala,Valid
burglary,bus stand,2020-11-04,f,sinhala,26,11:45:00,Rainy,7.300733206,80.63482997,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,322.9,sinhala,Valid
theft,peradeniya town,2020-11-05,f,sinhala,42,07:14:00,Rainy,7.268052372,80.59254229,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,472.8,sinhala,Valid
burglary,bus stand,2020-11-06,f,sinhala,26,13:09:00,Rainy,7.301898117,80.63520621,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,187.2,sinhala,Valid
drugs,walespark,2020-11-07,m,sinhala,37,04:19:00,Rainy,7.290445003,80.63726357,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,572.5,sinhala,Valid
burglary,aruppala,2020-11-10,m,sinhala,41,00:58:00,Rainy,7.310845417,80.64376833,Non-Holiday,0,General Urban,Watapuluwa South,LK2130045,21491,238.2,sinhala,Valid
burglary,kotugodalla street,2020-11-10,m,sinhala,29,05:11:00,Rainy,7.297859792,80.63760216,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,225.9,sinhala,Valid
drugs,kandy hospital,2020-11-10,m,sinhala,48,20:51:00,Rainy,7.287626479,80.63242246,Non-Holiday,0,Residential,Bogambara,LK2130145,2198,59.1,sinhala,Valid
burglary,dalada street,2020-11-14,m,sinhala,57,15:47:00,Rainy,7.295369479,80.6415899,Deepavali Festival Day,1,Commercial,Boowelikada,LK2130135,2310,285.5,sinhala,Valid
drugs,colombo street,2020-11-21,m,sinhala,26,04:58:00,Rainy,7.29636403,80.63484744,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,146.6,sinhala,Valid
theft,katugasthota road,2020-11-26,m,sinhala,35,20:26:00,Rainy,7.312603175,80.63395784,Non-Holiday,0,General Urban,Pitakanda Gama,LK2130015,16716,156.0,sinhala,Valid
drugs,lady golden road,2020-11-27,m,sinhala,39,00:59:00,Cloudy,7.290075623,80.63401346,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,301.8,sinhala,Valid
robbery,dharmapala road lewella,2020-11-27,m,sinhala,21,13:57:00,Cloudy,7.297513504,80.64933701,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,273.9,sinhala,Valid
burglary,aniwatte,2020-11-28,m,sinhala,38,12:22:00,Cloudy,7.291391235,80.62277261,Non-Holiday,0,General Urban,Aniwatta East,LK2130100,1107,450.2,sinhala,Valid
robbery,mahaiyawa cemetery,2020-11-30,m,sinhala,38,11:13:00,Rainy,7.304030164,80.63508775,Non-Holiday,0,General Urban,Mahaiyawa,LK2130065,11543,77.7,sinhala,Valid
burglary,bus stand,2020-12-04,f,sinhala,27,20:16:00,Rainy,7.289102652,80.63581378,Day Before Sinhala and Tamil New Year,1,Commercial,Bogambara,LK2130145,2198,358.2,sinhala,Valid
drugs,goerge.e. silva lane,2020-12-08,m,sinhala,30,01:21:00,Rainy,7.29177655,80.63205582,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,227.0,sinhala,Valid
robbery,lewella town,2020-12-08,m,sinhala,56,09:14:00,Rainy,7.299961168,80.65141344,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,525.8,sinhala,Valid
theft,joy boat,2020-12-09,m,sinhala,34,17:45:00,Rainy,7.293636121,80.63942215,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,470.2,sinhala,Valid
theft,thannekumbura,2020-12-09,f,sinhala,60,23:59:00,Rainy,7.284837208,80.66124239,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,170.3,sinhala,Valid
vehicle theft,dalada maligawa,2020-12-12,m,sinhala,55,10:10:00,Cloudy,7.295315418,80.64145385,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,294.4,sinhala,Valid
robbery,lewella bangalaawatte,2020-12-18,m,muslim,50,06:36:00,Rainy,7.298339019,80.65004449,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,338.5,muslim,Valid
stabbing,dodamwela bridge,2020-12-20,m,sinhala,18,04:34:00,Rainy,7.286113962,80.6062194,Non-Holiday,0,General Urban,Kumburegedara,LK2133415,10691,457.4,sinhala,Valid
robbery,lewella bangalaawatte,2020-12-20,m,muslim,50,10:09:00,Rainy,7.299000977,80.65220855,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,451.2,muslim,Valid
stabbing,dalada maligawa,2020-12-24,f,sinhala,58,20:26:00,Rainy,7.294688015,80.64093294,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,316.8,sinhala,Valid
stabbing,hanthane town,2020-12-25,m,sinhala,43,17:30:00,Cloudy,7.267403632,80.63642981,Christmas Day,1,General Urban,Hanthana Pedesa,LK2130220,5949,696.6,sinhala,Valid
vehicle theft,bowalawatte,2020-12-27,m,sinhala,17,07:52:00,Rainy,7.257876557,80.62287265,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,564.0,sinhala,Valid
theft,peradeniya road,2020-12-28,f,sinhala,39,03:23:00,Rainy,7.282892831,80.61919792,Non-Holiday,0,General Urban,Katukele West,LK2130105,8913,406.0,sinhala,Valid
burglary,gurudeniya,2020-12-31,f,sinhala,37,02:45:00,Rainy,7.266978204,80.69374105,Non-Holiday,0,General Urban,Kundasale North,LK2127355,10716,875.7,sinhala,Valid
vehicle theft,bowalawatte,2020-12-31,m,sinhala,17,06:36:00,Rainy,7.255778383,80.6224872,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,630.6,sinhala,Valid
stabbing,peradeniya town,2020-12-31,m,sinhala,45,09:13:00,Rainy,7.268518421,80.59259847,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,422.0,sinhala,Valid
theft,lady golden road,2020-12-31,m,sinhala,50,13:32:00,Rainy,7.289096264,80.6354898,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,326.9,sinhala,Valid
burglary,thannekumbura,2020-12-31,m,sinhala,28,14:52:00,Rainy,7.283124484,80.66010733,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,99.8,sinhala,Valid
robbery,municipal indoor sports complex,2020-12-31,f,sinhala,43,18:58:00,Rainy,7.284836693,80.62375404,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,196.8,sinhala,Valid
stabbing,kotugodalla road,2020-12-31,m,sinhala,35,22:03:00,Rainy,7.294985341,80.63583576,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,161.8,sinhala,Valid
burglary,mulgampola,2021-01-04,f,muslim,54,18:51:00,Rainy,7.280921991,80.61542368,Non-Holiday,0,General Urban,Welata,LK2130170,21826,270.5,muslim,Valid
stabbing,highschool,2021-01-11,m,muslim,57,04:25:00,Rainy,7.290918327,80.63390325,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,386.4,muslim,Valid
theft,sky gate hotel,2021-01-14,m,sinhala,44,05:00:00,Rainy,7.285281358,80.65749242,Tamil Thai Pongal Day,1,Commercial,Thennakumbura,LK2130240,19383,305.3,sinhala,Valid
burglary,dalada maligawa,2021-01-14,m,sinhala,26,06:22:00,Rainy,7.294035419,80.64269085,Tamil Thai Pongal Day,1,Commercial,Boowelikada,LK2130135,2310,110.9,sinhala,Valid
drugs,ampitiya town,2021-01-14,m,sinhala,54,17:47:00,Rainy,7.273154001,80.65837926,Tamil Thai Pongal Day,1,General Urban,Ampitiya Pallegama,LK2130245,928,585.4,sinhala,Valid
robbery,mahamaya primary,2021-01-17,m,sinhala,36,09:47:00,Cloudy,7.289125605,80.64509458,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,548.6,sinhala,Valid
robbery,kandy city centre,2021-01-17,m,sinhala,51,13:19:00,Cloudy,7.290433977,80.63822346,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,662.4,sinhala,Valid
theft,sky gate hotel,2021-01-19,m,sinhala,44,14:05:00,Rainy,7.284357335,80.65743638,Non-Holiday,0,Commercial,Thennakumbura,LK2130240,19383,279.3,sinhala,Valid
stabbing,lake house hotel,2021-01-19,f,muslim,27,19:52:00,Rainy,7.268463029,80.59599998,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,461.5,muslim,Valid
robbery,kingswood,2021-01-23,m,muslim,30,07:21:00,Cloudy,7.278530171,80.61437301,Non-Holiday,0,Commercial,Welata,LK2130170,21826,23.9,muslim,Valid
burglary,yatinuwara street,2021-01-25,m,sinhala,73,16:38:00,Rainy,7.295829646,80.6338885,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,260.2,sinhala,Valid
burglary,post office,2021-01-26,m,sinhala,41,13:14:00,Cloudy,7.291780191,80.63532718,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,522.2,sinhala,Valid
drugs,thannekumbura,2021-01-28,m,sinhala,24,01:07:00,Rainy,7.282208086,80.66032256,Duruthu Full Moon Poya Day,1,General Urban,Thennakumbura,LK2130240,19383,204.4,sinhala,Valid
burglary,2nd rajasinghe lane,2021-01-28,m,tamil,26,03:43:00,Rainy,7.289337543,80.63207612,Duruthu Full Moon Poya Day,1,General Urban,Bogambara,LK2130145,2198,218.9,tamil,Valid
burglary,2nd rajasinghe lane,2021-01-28,f,sinhala,34,09:52:00,Rainy,7.289717876,80.63396679,Duruthu Full Moon Poya Day,1,General Urban,Bogambara,LK2130145,2198,263.3,sinhala,Valid
theft,kotugodalla road,2021-01-28,m,muslim,45,15:47:00,Rainy,7.295963771,80.63565183,Duruthu Full Moon Poya Day,1,General Urban,Mahanuwara,LK2130120,11613,75.6,muslim,Valid
robbery,sri wickramasinghe mawatha,2021-02-01,m,sinhala,25,03:32:00,Rainy,7.286423469,80.64238648,Non-Holiday,0,Commercial,Ampitiya South,LK2130225,929,624.5,sinhala,Valid
theft,mulgampola,2021-02-01,m,sinhala,53,06:32:00,Rainy,7.278633554,80.61667066,Non-Holiday,0,General Urban,Welata,LK2130170,21826,258.0,sinhala,Valid
theft,mulgampola,2021-02-04,m,sinhala,53,05:11:00,Cloudy,7.279609721,80.61669132,Good Friday,1,General Urban,Welata,LK2130170,21826,277.3,sinhala,Valid
drugs,hanthane kadurata malshalawa,2021-02-04,m,muslim,26,23:56:00,Cloudy,7.290099549,80.63418687,Good Friday,1,Commercial,Bogambara,LK2130145,2198,312.1,muslim,Valid
robbery,municipal indoor sports complex,2021-02-10,f,muslim,34,16:28:00,Cloudy,7.283342978,80.6254355,Non-Holiday,0,Commercial,Suduhumpala East,LK2130160,18807,109.8,muslim,Valid
stabbing,post office,2021-02-11,m,sinhala,32,07:20:00,Cloudy,7.291045163,80.63506694,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,450.9,sinhala,Valid
robbery,bowalawatte,2021-02-14,m,muslim,40,03:38:00,Rainy,7.272316777,80.61374292,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,164.2,muslim,Valid
theft,hanthane,2021-02-14,m,muslim,19,13:32:00,Rainy,7.266314204,80.63688232,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,825.6,muslim,Valid
theft,train station,2021-02-19,f,sinhala,66,20:34:00,Rainy,7.29115258,80.63434558,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,426.6,sinhala,Valid
theft,bus stand,2021-02-21,m,sinhala,40,22:11:00,Rainy,7.3019541,80.63619297,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,188.4,sinhala,Valid
robbery,katukale,2021-02-23,f,sinhala,24,05:37:00,Rainy,7.289150986,80.62795989,Non-Holiday,0,General Urban,Deiyannewela,LK2130150,3143,177.2,sinhala,Valid
drugs,mada bowala angampitiya,2021-02-25,m,sinhala,60,11:21:00,Rainy,7.271379617,80.61361201,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,94.6,sinhala,Valid
stabbing,bus stand,2021-02-25,m,sinhala,43,13:47:00,Rainy,7.299487573,80.63802368,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,399.2,sinhala,Valid
burglary,bogambara,2021-02-25,m,sinhala,65,23:23:00,Rainy,7.28676116,80.63803634,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,567.6,sinhala,Valid
drugs,mada bowala angampitiya,2021-02-27,m,sinhala,60,12:50:00,Rainy,7.271133508,80.61079161,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,218.9,sinhala,Valid
theft,gatambe junction,2021-02-28,m,muslim,57,03:46:00,Cloudy,7.272672399,80.60680451,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,678.8,muslim,Valid
theft,watapuluwa,2021-03-01,m,sinhala,58,16:57:00,Cloudy,7.315762971,80.642018,Non-Holiday,0,General Urban,Watapuluwa,LK2130035,21490,277.8,sinhala,Valid
burglary,bowalawatte,2021-03-02,m,sinhala,60,09:20:00,Cloudy,7.25574129,80.62308023,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,686.1,sinhala,Valid
stabbing,dalada maligawa,2021-03-03,m,sinhala,45,15:15:00,Cloudy,7.295190418,80.63946405,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,386.8,sinhala,Valid
burglary,dalada maligawa,2021-03-04,m,sinhala,25,10:16:00,Cloudy,7.294019999,80.64283552,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,94.9,sinhala,Valid
robbery,dutugamunu mawatha,2021-03-04,m,sinhala,21,15:04:00,Cloudy,7.312288856,80.64859544,Non-Holiday,0,General Urban,Aruppala East,LK2130050,1293,412.2,sinhala,Valid
burglary,bus stand,2021-03-05,f,sinhala,52,07:40:00,Cloudy,7.300943596,80.63528029,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,290.5,sinhala,Valid
theft,gatambe,2021-03-10,m,sinhala,74,06:39:00,Rainy,7.270188549,80.59821867,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,516.8,sinhala,Valid
stabbing,dutugamunu mawatha,2021-03-14,f,tamil,35,21:48:00,Cloudy,7.314443757,80.64676187,Non-Holiday,0,General Urban,Pallegunnepana South,LK2127170,15563,477.7,tamil,Valid
burglary,peradeniya town,2021-03-15,m,sinhala,56,17:32:00,Cloudy,7.271154315,80.59379605,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,103.4,sinhala,Valid
robbery,hospital street,2021-03-19,m,sinhala,55,19:26:00,Rainy,7.269594307,80.60992004,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,361.7,sinhala,Valid
burglary,suduhumpola,2021-03-22,m,sinhala,36,01:58:00,Rainy,7.281266255,80.62643922,Non-Holiday,0,General Urban,Suduhumpala East,LK2130160,18807,155.6,sinhala,Valid
burglary,bowalawatte,2021-03-24,m,sinhala,48,23:23:00,Rainy,7.271737205,80.61104918,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,199.7,sinhala,Valid
theft,mada bowala angampitiya,2021-03-30,m,sinhala,29,22:35:00,Cloudy,7.271818901,80.6105669,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,253.3,sinhala,Valid
vehicle theft,peradeniya road,2021-03-31,m,sinhala,54,03:47:00,Cloudy,7.280643719,80.62228671,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,48.2,sinhala,Valid
robbery,watapuluwa,2021-03-31,m,sinhala,27,06:52:00,Cloudy,7.318808156,80.64070903,Non-Holiday,0,General Urban,Mahaweli Uyana,LK2130040,11727,91.5,sinhala,Valid
robbery,highschool,2021-03-31,m,sinhala,66,22:37:00,Cloudy,7.291137425,80.63186692,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,271.3,sinhala,Valid
burglary,mahaiyawa cemetery,2021-04-02,m,sinhala,41,20:21:00,Rainy,7.305552091,80.63498446,Independence Day,1,General Urban,Mahaiyawa,LK2130065,11543,233.6,sinhala,Valid
drugs,municipal indoor sports complex,2021-04-03,m,sinhala,49,00:20:00,Rainy,7.285836027,80.62372762,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,199.9,sinhala,Valid
burglary,udabowala,2021-04-06,m,sinhala,45,15:44:00,Rainy,7.266476931,80.61644981,Non-Holiday,0,General Urban,Uda Bowala,LK2130200,19819,151.9,sinhala,Valid
burglary,sri sumangala mawatha,2021-04-07,m,muslim,42,19:31:00,Cloudy,7.49918116,80.62549679,Non-Holiday,0,General Urban,Dehiwatta,LK2106015,3133,8483.3,muslim,Valid
burglary,sri wickramasinghe mawatha,2021-04-10,m,sinhala,44,10:30:00,Rainy,7.287123019,80.6398558,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,762.7,sinhala,Valid
burglary,bus stand,2021-04-13,f,sinhala,63,09:26:00,Rainy,7.255899587,80.5918751,Day Before Sinhala and Tamil New Year,1,Commercial,Palle Peradeniya,LK2130195,15522,431.5,sinhala,Valid
burglary,people's bank,2021-04-13,m,muslim,40,14:58:00,Rainy,7.290683936,80.63274816,Day Before Sinhala and Tamil New Year,1,General Urban,Bogambara,LK2130145,2198,346.7,muslim,Valid
burglary,hanthane road,2021-04-13,m,sinhala,37,18:50:00,Rainy,7.282709915,80.63203672,Day Before Sinhala and Tamil New Year,1,General Urban,Nagasthenna,LK2130155,13921,293.5,sinhala,Valid
burglary,deiyanwela,2021-04-14,m,sinhala,41,09:58:00,Rainy,7.289488889,80.63333724,Sinhala and Tamil New Year,1,General Urban,Bogambara,LK2130145,2198,217.2,sinhala,Valid
burglary,bus stand,2021-04-14,m,sinhala,17,10:53:00,Rainy,7.290329629,80.63004733,Sinhala and Tamil New Year,1,Commercial,Deiyannewela,LK2130150,3143,245.7,sinhala,Valid
drugs,sirimawo bandaranayake lane,2021-04-14,m,sinhala,38,17:37:00,Rainy,7.266548519,80.59573393,Sinhala and Tamil New Year,1,Commercial,Getambe,LK2130180,5235,645.6,sinhala,Valid
drugs,rajapihilla road,2021-04-14,m,tamil,30,23:28:00,Rainy,7.286765508,80.63899323,Sinhala and Tamil New Year,1,General Urban,Bogambara,LK2130145,2198,672.0,tamil,Valid
drugs,dalada maligawa,2021-04-17,f,sinhala,54,14:37:00,Rainy,7.291816971,80.64166688,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,317.3,sinhala,Valid
drugs,dalada maligawa,2021-04-18,f,sinhala,54,09:24:00,Rainy,7.292046674,80.64039622,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,414.3,sinhala,Valid
stabbing,yatinuwara lane,2021-04-18,m,sinhala,22,15:12:00,Rainy,7.292488767,80.63681688,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,440.7,sinhala,Valid
burglary,hewaheta,2021-04-20,m,sinhala,44,19:27:00,Rainy,7.112041209,80.76191878,Non-Holiday,0,General Urban,Kotagepitiya,LK2148125,10224,6807.1,sinhala,Valid
drugs,post office,2021-04-21,m,sinhala,42,11:18:00,Rainy,7.290055206,80.63418348,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,307.5,sinhala,Valid
drugs,kandy city centre,2021-04-25,f,sinhala,52,14:07:00,Rainy,7.291711861,80.63824145,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,569.0,sinhala,Valid
drugs,peradeniya town,2021-04-25,m,sinhala,29,16:13:00,Rainy,7.270849436,80.59550115,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,219.8,sinhala,Valid
burglary,polgolla,2021-04-27,m,muslim,52,05:53:00,Rainy,7.315125713,80.65310255,Non-Holiday,0,General Urban,Pallegunnepana North,LK2127175,15562,85.1,muslim,Valid
theft,aniwatte,2021-04-28,f,sinhala,40,00:27:00,Rainy,7.290531185,80.62603401,Non-Holiday,0,General Urban,Katukele,LK2130110,8909,260.2,sinhala,Valid
burglary,polgolla,2021-04-28,m,muslim,52,02:17:00,Rainy,7.314761694,80.65314192,Non-Holiday,0,General Urban,Pallegunnepana North,LK2127175,15562,48.3,muslim,Valid
vehicle theft,mada bowala angampitiya,2021-04-30,m,sinhala,42,00:59:00,Rainy,7.27066387,80.61044126,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,264.1,sinhala,Valid
vehicle theft,yatinuwara street,2021-05-01,m,sinhala,39,22:42:00,Rainy,7.294360009,80.63481639,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,272.0,sinhala,Valid
drugs,hospital street,2021-05-03,f,muslim,43,07:20:00,Rainy,7.266580741,80.60875361,Non-Holiday,0,Commercial,Ogastawatta,LK2130305,14865,494.1,muslim,Valid
drugs,nuwarawela ampitiya,2021-05-03,m,sinhala,35,16:31:00,Rainy,7.286629539,80.64853005,Non-Holiday,0,General Urban,Ampitiya North,LK2130230,926,262.0,sinhala,Valid
theft,aniwatte,2021-05-04,m,sinhala,51,21:53:00,Rainy,7.291037578,80.62570326,Non-Holiday,0,General Urban,Katukele,LK2130110,8909,251.8,sinhala,Valid
robbery,watapuluwa,2021-05-06,m,sinhala,23,00:37:00,Rainy,7.319049274,80.643593,Non-Holiday,0,General Urban,Mahaweli Uyana,LK2130040,11727,238.2,sinhala,Valid
burglary,gatambe,2021-05-08,m,sinhala,15,01:47:00,Rainy,7.270499813,80.59946822,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,634.8,sinhala,Valid
