crime,location,date,sex,victim nationality,victim age,time,weather,Latitude,Longitude,Holiday_Name,Is_Holiday,Land_Use_Type,GN division,GN_pcode,GN_population,GN_distance_m
stabbing,peradeniya,20.10.2020,M,Sinhala,50,13:32,Rainy,7.271202565,80.59457536,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,119.8
theft,dalada maligawa,21.10.2020,M,Sinhala,37,5:49,Rainy,7.293215055,80.64136855,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,264.7
burglary,maligawa,23.10.2020,M,Sinhala,50,11:50,Rainy,7.293713099,80.64061698,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,338.2
burglary,goerge.E.Silva lane,28.10.2020,M,Sinhala,36,22:59,Rainy,7.290318077,80.63233705,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,312.8
burglary,kandy city mosk,29.10.2020,F,Sinhala,46,14:51,Rainy,7.289168276,80.63396495,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,209.5
stabbing,nuwarawela ampitiya,30.10.2020,M,Sinhala,57,18:10,Rainy,7.284607262,80.64725255,Prophet's Birthday; Vap Full Moon Poya Day,TRUE,General Urban,Ampitiya South,LK2130225,929,307.5
robbery,golden crown,01.11.2020,F,Sinhala,55,1:58,Rainy,7.27514512,80.65468477,Non-Holiday,FALSE,Commercial,Ampitiya Udagama North,LK2130235,931,429.7
vehicle theft,paradise park,02.11.2020,F,Sinhala,56,2:54,Rainy,7.288227378,80.62767497,Non-Holiday,FALSE,Commercial,Deiyannewela,LK2130150,3143,177.8
burglary,bus stand ,04.11.2020,F,Sinhala,26,11:45,Rainy,7.300733206,80.63482997,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,322.9
theft,peradeniya,05.11.2020,F,Sinhala,42,7:14,Rainy,7.268052372,80.59254229,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,472.8
burglary,bus stand ,06.11.2020,F,Sinhala,26,13:09,Rainy,7.301898117,80.63520621,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,187.2
drugs,walespark,07.11.2020,M,sinhala,37,4:19,Rainy,7.290445003,80.63726357,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,572.5
burglary,aruppala,10.11.2020,M,Sinhala,41,0:58,Rainy,7.310845417,80.64376833,Non-Holiday,FALSE,General Urban,Watapuluwa South,LK2130045,21491,238.2
burglary,kotugodalla street,10.11.2020,M,sinhala,29,5:11,Rainy,7.297859792,80.63760216,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,225.9
drugs,kandy hospital,10.11.2020,M,Sinhala,48,20:51,Rainy,7.287626479,80.63242246,Non-Holiday,FALSE,Residential,Bogambara,LK2130145,2198,59.1
burglary,dalada street,14.11.2020,M,Sinhala,57,15:47,Rainy,7.295369479,80.6415899,Deepavali Festival Day,TRUE,Commercial,Boowelikada,LK2130135,2310,285.5
drugs,colombo street ,21.11.2020,M,Sinhala,26,4:58,Rainy,7.29636403,80.63484744,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,146.6
theft,katugasthota road,26.11.2020,M,Sinhala,35,20:26,Rainy,7.312603175,80.63395784,Non-Holiday,FALSE,General Urban,Pitakanda Gama,LK2130015,16716,156
drugs,Lady golden road,27.11.2020,M,Sinhala,39,0:59,Cloudy,7.290075623,80.63401346,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,301.8
robbery,dharmapala road lewella,27.11.2020,M,Sinhala,21,13:57,Cloudy,7.297513504,80.64933701,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,273.9
burglary,aniwatte,28.11.2020,M,Sinhala,38,12:22,Cloudy,7.291391235,80.62277261,Non-Holiday,FALSE,General Urban,Aniwatta East,LK2130100,1107,450.2
robbery,mahaiyawa cemetary,30.11.2020,M,sinhala,38,11:13,Rainy,7.304030164,80.63508775,Non-Holiday,FALSE,General Urban,Mahaiyawa,LK2130065,11543,77.7
burglary,bogambara bus stand ,04.12.2020,F,sinhala,27,20:16,Rainy,7.289102652,80.63581378,Day Before Sinhala and Tamil New Year,TRUE,Commercial,Bogambara,LK2130145,2198,358.2
drugs,goerge.E. silva lane,08.12.2020,M,sinhala,30,1:21,Rainy,7.29177655,80.63205582,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,227
robbery,lewella,08.12.2020,M,sinhala,56,9:14,Rainy,7.299961168,80.65141344,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,525.8
theft,joy boat,09.12.2020,M,Sinhala,34,17:45,Rainy,7.293636121,80.63942215,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,470.2
theft,thannekumbura,09.12.2020,F,Sinhala,60,23:59,Rainy,7.284837208,80.66124239,Non-Holiday,FALSE,General Urban,Thennakumbura,LK2130240,19383,170.3
vehicle theft,dalada maligawa,12.12.2020,M,Sinhala,55,10:10,Cloudy,7.295315418,80.64145385,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,294.4
robbery,lewella bangalaawatte,18.12.2020,M,muslim,50,6:36,Rainy,7.298339019,80.65004449,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,338.5
stabbing,dodamwela bridge,20.12.2020,M,sinhala,18,4:34,Rainy,7.286113962,80.6062194,Non-Holiday,FALSE,General Urban,Kumburegedara,LK2133415,10691,457.4
robbery,lewella bangalaawatte,20.12.2020,M,muslim,50,10:09,Rainy,7.299000977,80.65220855,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,451.2
stabbing,dalada maligawa,24.12.2020,F,Sinhala,58,20:26,Rainy,7.294688015,80.64093294,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,316.8
stabbing,hanthane,25.12.2020,M,Sinhala,43,17:30,Cloudy,7.267403632,80.63642981,Christmas Day,TRUE,General Urban,Hanthana Pedesa,LK2130220,5949,696.6
vehicle theft,bowalawatte,27.12.2020,M,sinhala,17,7:52,Rainy,7.257876557,80.62287265,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,564
theft,peradeniya road,28.12.2020,F,Sinhala,39,3:23,Rainy,7.282892831,80.61919792,Non-Holiday,FALSE,General Urban,Katukele West,LK2130105,8913,406
burglary,gurudeniya,31.12.2020,F,sinhala,37,2:45,Rainy,7.266978204,80.69374105,Non-Holiday,FALSE,General Urban,Kundasale North,LK2127355,10716,875.7
vehicle theft,bowalawatte,31.12.2020,M,sinhala,17,6:36,Rainy,7.255778383,80.6224872,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,630.6
stabbing,peradeniya,31.12.2020,M,sinhala,45,9:13,Rainy,7.268518421,80.59259847,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,422
theft,Lady golden road,31.12.2020,M,Sinhala,50,13:32,Rainy,7.289096264,80.6354898,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,326.9
burglary,thannekumbura,31.12.2020,M,sinhala,28,14:52,Rainy,7.283124484,80.66010733,Non-Holiday,FALSE,General Urban,Thennakumbura,LK2130240,19383,99.8
robbery,Municipal indoor sports complex,31.12.2020,F,Sinhala,43,18:58,Rainy,7.284836693,80.62375404,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,196.8
stabbing,kotugodalla road,31.12.2020,M,Sinhala,35,22:03,Rainy,7.294985341,80.63583576,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,161.8
burglary,mulgampola,04.01.2021,F,Muslim,54,18:51,Rainy,7.280921991,80.61542368,Non-Holiday,FALSE,General Urban,Welata,LK2130170,21826,270.5
stabbing,highschool,11.01.2021,M,Muslim,57,4:25,Rainy,7.290918327,80.63390325,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,386.4
theft,sky gate hotel,14.01.2021,M,sinhala,44,5:00,Rainy,7.285281358,80.65749242,Tamil Thai Pongal Day,TRUE,Commercial,Thennakumbura,LK2130240,19383,305.3
burglary,dalada maligawa,14.01.2021,M,Sinhala,26,6:22,Rainy,7.294035419,80.64269085,Tamil Thai Pongal Day,TRUE,Commercial,Boowelikada,LK2130135,2310,110.9
drugs,ampitiya,14.01.2021,M,Sinhala,54,17:47,Rainy,7.273154001,80.65837926,Tamil Thai Pongal Day,TRUE,General Urban,Ampitiya Pallegama,LK2130245,928,585.4
robbery,mahamaya primary,17.01.2021,M,Sinhala,36,9:47,Cloudy,7.289125605,80.64509458,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,548.6
robbery,KCC,17.01.2021,M,Sinhala,51,13:19,Cloudy,7.290433977,80.63822346,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,662.4
theft,sky gate hotel,19.01.2021,M,sinhala,44,14:05,Rainy,7.284357335,80.65743638,Non-Holiday,FALSE,Commercial,Thennakumbura,LK2130240,19383,279.3
stabbing,lake house hotel,19.01.2021,F,muslim,27,19:52,Rainy,7.268463029,80.59599998,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,461.5
robbery,kingswood,23.01.2021,M,muslim,30,7:21,Cloudy,7.278530171,80.61437301,Non-Holiday,FALSE,Commercial,Welata,LK2130170,21826,23.9
burglary,yatinuwara street,25.01.2021,M,Sinhala,73,16:38,Rainy,7.295829646,80.6338885,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,260.2
burglary,in front of post office,26.01.2021,M,Sinhala,41,13:14,Cloudy,7.291780191,80.63532718,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,522.2
drugs,thannekumbura,28.01.2021,M,Sinhala,24,1:07,Rainy,7.282208086,80.66032256,Duruthu Full Moon Poya Day,TRUE,General Urban,Thennakumbura,LK2130240,19383,204.4
burglary,2nd rajasinghe lane,28.01.2021,M,tamil ,26,3:43,Rainy,7.289337543,80.63207612,Duruthu Full Moon Poya Day,TRUE,General Urban,Bogambara,LK2130145,2198,218.9
burglary,2nd rajasinghe lane,28.01.2021,F,Sinhala,34,9:52,Rainy,7.289717876,80.63396679,Duruthu Full Moon Poya Day,TRUE,General Urban,Bogambara,LK2130145,2198,263.3
theft,kotugodalla road,28.01.2021,M,muslim,45,15:47,Rainy,7.295963771,80.63565183,Duruthu Full Moon Poya Day,TRUE,General Urban,Mahanuwara,LK2130120,11613,75.6
robbery,sri wickramasinghe mawatha,01.02.2021,M,sinhala,25,3:32,Rainy,7.286423469,80.64238648,Non-Holiday,FALSE,Commercial,Ampitiya South,LK2130225,929,624.5
theft,mulgampola,01.02.2021,M,Sinhala,53,6:32,Rainy,7.278633554,80.61667066,Non-Holiday,FALSE,General Urban,Welata,LK2130170,21826,258
theft,mulgampola,04.02.2021,M,Sinhala,53,5:11,Cloudy,7.279609721,80.61669132,Good Friday,TRUE,General Urban,Welata,LK2130170,21826,277.3
drugs,hanathane kadurata malshalawa,04.02.2021,M,Muslim,26,23:56,Cloudy,7.290099549,80.63418687,Good Friday,TRUE,Commercial,Bogambara,LK2130145,2198,312.1
robbery,Municipal indoor sports complex,10.02.2021,F,muslim,34,16:28,Cloudy,7.283342978,80.6254355,Non-Holiday,FALSE,Commercial,Suduhumpala East,LK2130160,18807,109.8
stabbing,in front of post office,11.02.2021,M,Sinhala,32,7:20,Cloudy,7.291045163,80.63506694,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,450.9
robbery,bowala,14.02.2021,M,muslim,40,3:38,Rainy,7.272316777,80.61374292,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,164.2
theft,hanthane watte,14.02.2021,M,Muslim,19,13:32,Rainy,7.266314204,80.63688232,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,825.6
theft,in front train station,19.02.2021,F,Sinhala,66,20:34,Rainy,7.29115258,80.63434558,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,426.6
theft,bus stand,21.02.2021,M,Sinhala,40,22:11,Rainy,7.3019541,80.63619297,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,188.4
robbery,katukale,23.02.2021,F,Sinhala,24,5:37,Rainy,7.289150986,80.62795989,Non-Holiday,FALSE,General Urban,Deiyannewela,LK2130150,3143,177.2
drugs,mada bowala angampitiya,25.02.2021,M,Sinhala,60,11:21,Rainy,7.271379617,80.61361201,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,94.6
stabbing,bus stand,25.02.2021,M,Sinhala,43,13:47,Rainy,7.299487573,80.63802368,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,399.2
burglary,bogambara,25.02.2021,M,sinhala,65,23:23,Rainy,7.28676116,80.63803634,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,567.6
drugs,mada bowala angampitiya,27.02.2021,M,Sinhala,60,12:50,Rainy,7.271133508,80.61079161,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,218.9
theft,gatambe junction,28.02.2021,M,Muslim,57,3:46,Cloudy,7.272672399,80.60680451,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,678.8
theft,watapuluwa,01.03.2021,M,Sinhala,58,16:57,Cloudy,7.315762971,80.642018,Non-Holiday,FALSE,General Urban,Watapuluwa,LK2130035,21490,277.8
burglary,bowalawatte,02.03.2021,M,Sinhala,60,9:20,Cloudy,7.25574129,80.62308023,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,686.1
stabbing,dalada maligawa,03.03.2021,M,Sinhala,45,15:15,Cloudy,7.295190418,80.63946405,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,386.8
burglary,dalada maligawa,04.03.2021,M,Sinhala,25,10:16,Cloudy,7.294019999,80.64283552,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,94.9
robbery,dutugamunu mawatha,04.03.2021,M,Sinhala,21,15:04,Cloudy,7.312288856,80.64859544,Non-Holiday,FALSE,General Urban,Aruppala East,LK2130050,1293,412.2
burglary,bus stand,05.03.2021,F,Sinhala,52,7:40,Cloudy,7.300943596,80.63528029,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,290.5
theft,gatambe,10.03.2021,M,Sinhala,74,6:39,Rainy,7.270188549,80.59821867,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,516.8
stabbing,dutugamunu mawatha,14.03.2021,F,tamil ,35,21:48,Cloudy,7.314443757,80.64676187,Non-Holiday,FALSE,General Urban,Pallegunnepana South,LK2127170,15563,477.7
burglary,peradeniya,15.03.2021,M,Sinhala,56,17:32,Cloudy,7.271154315,80.59379605,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,103.4
robbery,hospital street,19.03.2021,M,Sinhala,55,19:26,Rainy,7.269594307,80.60992004,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,361.7
burglary,suduhumpola,22.03.2021,M,Sinhala,36,1:58,Rainy,7.281266255,80.62643922,Non-Holiday,FALSE,General Urban,Suduhumpala East,LK2130160,18807,155.6
burglary,bowala,24.03.2021,M,Sinhala,48,23:23,Rainy,7.271737205,80.61104918,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,199.7
theft,mada bowala angampitiya,30.03.2021,M,sinhala,29,22:35,Cloudy,7.271818901,80.6105669,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,253.3
vehicle theft,peradeniya road,31.03.2021,M,Sinhala,54,3:47,Cloudy,7.280643719,80.62228671,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,48.2
robbery,watapuluwa,31.03.2021,M,Sinhala,27,6:52,Cloudy,7.318808156,80.64070903,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,91.5
robbery,highschool,31.03.2021,M,Sinhala,66,22:37,Cloudy,7.291137425,80.63186692,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,271.3
burglary,mahaiyawa cemetary,02.04.2021,M,Sinhala,41,20:21,Rainy,7.305552091,80.63498446,Independence Day,TRUE,General Urban,Mahaiyawa,LK2130065,11543,233.6
drugs,Municipal indoor sports complex,03.04.2021,M,Sinhala,49,0:20,Rainy,7.285836027,80.62372762,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,199.9
burglary,udabowala,06.04.2021,M,Sinhala,45,15:44,Rainy,7.266476931,80.61644981,Non-Holiday,FALSE,General Urban,Uda Bowala,LK2130200,19819,151.9
burglary,sri sumangala mawatha,07.04.2021,M,muslim,42,19:31,Cloudy,7.49918116,80.62549679,Non-Holiday,FALSE,General Urban,Dehiwatta,LK2106015,3133,8483.3
burglary,sri wickramasinghe mawatha,10.04.2021,M,Sinhala,44,10:30,Rainy,7.287123019,80.6398558,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,762.7
burglary,panideniya bus stand,13.04.2021,F,Sinhala,63,9:26,Rainy,7.255899587,80.5918751,Day Before Sinhala and Tamil New Year,TRUE,Commercial,Palle Peradeniya,LK2130195,15522,431.5
burglary,people's bank,13.04.2021,M,muslim,40,14:58,Rainy,7.290683936,80.63274816,Day Before Sinhala and Tamil New Year,TRUE,General Urban,Bogambara,LK2130145,2198,346.7
burglary,hanthane road,13.04.2021,M,Sinhala,37,18:50,Rainy,7.282709915,80.63203672,Day Before Sinhala and Tamil New Year,TRUE,General Urban,Nagasthenna,LK2130155,13921,293.5
burglary,deiyanwela,14.04.2021,M,Sinhala,41,9:58,Rainy,7.289488889,80.63333724,Sinhala and Tamil New Year,TRUE,General Urban,Bogambara,LK2130145,2198,217.2
burglary,goodshed bus stand,14.04.2021,M,sinhala,17,10:53,Rainy,7.290329629,80.63004733,Sinhala and Tamil New Year,TRUE,Commercial,Deiyannewela,LK2130150,3143,245.7
drugs,sirimawo bandaranayake lane,14.04.2021,M,Sinhala,38,17:37,Rainy,7.266548519,80.59573393,Sinhala and Tamil New Year,TRUE,Commercial,Getambe,LK2130180,5235,645.6
drugs,rajapihilla lane,14.04.2021,M,tamil ,30,23:28,Rainy,7.286765508,80.63899323,Sinhala and Tamil New Year,TRUE,General Urban,Bogambara,LK2130145,2198,672
drugs,dalada maligawa,17.04.2021,F,sinhala,54,14:37,Rainy,7.291816971,80.64166688,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,317.3
drugs,dalada maligawa,18.04.2021,F,sinhala,54,9:24,Rainy,7.292046674,80.64039622,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,414.3
stabbing,yatinuwara lane,18.04.2021,M,Sinhala,22,15:12,Rainy,7.292488767,80.63681688,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,440.7
burglary,hewaheta,20.04.2021,M,Sinhala,44,19:27,Rainy,7.112041209,80.76191878,Non-Holiday,FALSE,General Urban,Kotagepitiya,LK2148125,10224,6807.1
drugs,in front of post office,21.04.2021,M,Sinhala,42,11:18,Rainy,7.290055206,80.63418348,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,307.5
drugs,KCC commercial bank,25.04.2021,F,Sinhala,52,14:07,Rainy,7.291711861,80.63824145,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,569
drugs,peradeniya,25.04.2021,M,Sinhala,29,16:13,Rainy,7.270849436,80.59550115,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,219.8
burglary,polgolla,27.04.2021,M,Muslim,52,5:53,Rainy,7.315125713,80.65310255,Non-Holiday,FALSE,General Urban,Pallegunnepana North,LK2127175,15562,85.1
theft,aniwatte,28.04.2021,F,Sinhala,40,0:27,Rainy,7.290531185,80.62603401,Non-Holiday,FALSE,General Urban,Katukele,LK2130110,8909,260.2
burglary,polgolla,28.04.2021,M,Muslim,52,2:17,Rainy,7.314761694,80.65314192,Non-Holiday,FALSE,General Urban,Pallegunnepana North,LK2127175,15562,48.3
vehicle theft,mada bowala angampitiya,30.04.2021,M,Sinhala,42,0:59,Rainy,7.27066387,80.61044126,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,264.1
vehicle theft,yatinuwara street,01.05.2021,M,Sinhala,39,22:42,Rainy,7.294360009,80.63481639,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,272
drugs,hospital street,03.05.2021,F,muslim,43,7:20,Rainy,7.266580741,80.60875361,Non-Holiday,FALSE,Commercial,Ogastawatta,LK2130305,14865,494.1
drugs,nuwarawela ampitiya,03.05.2021,M,Sinhala,35,16:31,Rainy,7.286629539,80.64853005,Non-Holiday,FALSE,General Urban,Ampitiya North,LK2130230,926,262
theft,aniwatte,04.05.2021,M,Sinhala,51,21:53,Rainy,7.291037578,80.62570326,Non-Holiday,FALSE,General Urban,Katukele,LK2130110,8909,251.8
robbery,watapuluwa,06.05.2021,M,Sinhala,23,0:37,Rainy,7.319049274,80.643593,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,238.2
burglary,gatambe,08.05.2021,M,Sinhala,15,1:47,Rainy,7.270499813,80.59946822,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,634.8
vehicle theft,sirimawo bandaranayake lane,08.05.2021,M,Sinhala,63,16:40,Rainy,7.265625147,80.595567,Non-Holiday,FALSE,Commercial,Getambe,LK2130180,5235,739.3
burglary,hanthane,12.05.2021,M,sinhala,60,8:53,Rainy,7.269545934,80.63611831,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,456.5
stabbing,nuwarawela ampitiya,12.05.2021,M,Sinhala,32,16:51,Rainy,7.286512496,80.64879854,Non-Holiday,FALSE,General Urban,Ampitiya North,LK2130230,926,230.8
robbery,ampitiya,14.05.2021,F,Sinhala,27,7:07,Rainy,7.273935078,80.66012496,Eid al-Fitr,TRUE,General Urban,Ampitiya Pallegama,LK2130245,928,391.9
burglary,car park,16.05.2021,M,Sinhala,51,1:51,Rainy,7.28276038,80.61818218,Non-Holiday,FALSE,Commercial,Aniwatta West,LK2130175,1109,435.2
robbery,ampitiya,18.05.2021,F,Sinhala,27,3:40,Rainy,7.271854615,80.65875575,Non-Holiday,FALSE,General Urban,Meddegama,LK2130250,12845,555.4
theft,asgiriya   ,18.05.2021,M,sinhala,61,4:34,Rainy,7.299498428,80.63167835,Non-Holiday,FALSE,General Urban,Asgiriya,LK2130085,1314,293.5
burglary,polgolla,20.05.2021,M,Muslim,44,17:52,Rainy,7.317192487,80.65196303,Non-Holiday,FALSE,General Urban,Pallegunnepana North,LK2127175,15562,330.9
robbery,hanthane,21.05.2021,M,Sinhala,46,7:50,Rainy,7.267778303,80.63646122,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,656.6
theft,2nd rajasinghe lane,22.05.2021,M,tamil ,49,17:20,Rainy,7.291972485,80.63174768,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,188
robbery,pattiyakale watte,23.05.2021,M,muslim,32,0:30,Rainy,7.290645505,80.63564501,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,452.5
burglary,aruppala,24.05.2021,M,muslim,42,10:15,Rainy,7.311553116,80.64323111,Non-Holiday,FALSE,General Urban,Watapuluwa South,LK2130045,21491,163.9
theft,rajapihilla lane,24.05.2021,M,Sinhala,23,19:52,Rainy,7.287803237,80.63903796,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,671.4
theft,2nd rajasinghe lane,25.05.2021,M,tamil ,49,20:26,Rainy,7.289635824,80.6350223,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,323.4
burglary,dharmapala road lewella,28.05.2021,M,Sinhala,69,20:48,Rainy,7.29962678,80.65070158,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,479
burglary,gatambe bridge,28.05.2021,F,Sinhala,56,23:15,Rainy,7.274109711,80.60482129,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,935.3
burglary,Municipal indoor sports complex,31.05.2021,M,Sinhala,39,0:59,Rainy,7.283448397,80.62480519,Non-Holiday,FALSE,Commercial,Suduhumpala East,LK2130160,18807,146.8
burglary,dodamwela bridge,01.06.2021,F,Sinhala,40,8:42,Rainy,7.286813191,80.6066477,Non-Holiday,FALSE,General Urban,Kumburegedara,LK2133415,10691,455
drugs,lakeround,05.06.2021,M,Sinhala,30,14:17,Rainy,7.28937832,80.63241431,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,209.5
theft,mahamaya primary,06.06.2021,M,Sinhala,41,14:10,Rainy,7.291207231,80.64235648,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,328.6
robbery,yatinuwara street,07.06.2021,M,Sinhala,44,16:04,Rainy,7.294938108,80.63515045,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,198.1
vehicle theft,thannekumbura,08.06.2021,M,Sinhala,34,13:38,Rainy,7.283960627,80.66128756,Non-Holiday,FALSE,General Urban,Thennakumbura,LK2130240,19383,148.2
burglary,kingswood,10.06.2021,M,tamil ,42,5:44,Rainy,7.278114254,80.61690886,Non-Holiday,FALSE,Commercial,Welata,LK2130170,21826,292.4
burglary,gatambe bridge,11.06.2021,F,Sinhala,56,6:56,Rainy,7.273530469,80.60660643,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,728.3
